Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time
D0824,Public WiFi,2020-12-04,L0098,Miami,South Beach,-29.33247,147.89566,981,108,53 dB,47.91,4950,15.8,86,Under Maintenance,2023-07-30,41,4,43,94.9,30,63,DeviceCorp,v2.0,0.43,0.0028,26.04,553.1,477.3,1771,2024-12-01,23:27:21
D0825,Pollution Sensor,2022-08-01,L0895,New York,Manhattan,88.070705,-152.513615,981,209,90 dB,41.61,4950,28.3,93,Under Maintenance,2023-07-02,14,9,234,96.97,30,63,SmartIoT,v2.1,0.32,0.0034,40.08,0,357.14,1111,2024-07-01,07:23:07
D0826,Public WiFi,2022-05-25,L0780,Houston,Downtown,59.617968,40.835357,981,108,54 dB,19.22,4950,28.4,73,Under Maintenance,2024-05-08,43,5,447,91.4,30,63,SmartIoT,v1.2,0.23,0.002,34.72,812.49,299.97,1310,2024-02-12,13:03:02
D0827,Smart Meter,2020-10-07,L0319,Seattle,Capitol Hill,-14.314974,-162.006156,981,188,67 dB,42.79,2188,20.1,32,Active,2023-03-03,46,1,234,92.38,30,63,SmartIoT,v1.1,0.35,0.0022,33.79,0,0,1756,2024-06-17,17:31:11
D0828,Pollution Sensor,2020-07-01,L0584,Miami,Brickell,-72.952034,-25.239497,981,134,73 dB,34.58,4950,2.4,85,Inactive,2023-03-03,29,7,234,96.91,30,63,SmartIoT,v2.0,0.16,0.0077,34.49,0,0,1443,2024-05-22,05:00:33
D0829,Public WiFi,2020-12-29,L0584,Los Angeles,Hollywood,-54.009896,58.353214,981,108,80 dB,24.38,4950,28.2,77,Under Maintenance,2023-03-23,3,10,297,97.3,30,63,DeviceCorp,v1.0,0.27,0.0062,43.48,359.48,310.22,1930,2024-11-01,13:03:30
D0830,Smart Meter,2024-08-11,L0812,Houston,Downtown,-34.804033,8.081109,981,34,78 dB,48.62,5207,16.8,30,Under Maintenance,2023-02-10,36,4,234,98.76,30,63,SmartIoT,v1.1,0.35,0.0019,17.82,0,215.05,114,2024-11-14,23:49:31
D0831,Smart Meter,2021-07-21,L0773,New York,Brooklyn,-46.551554,150.515044,981,236,57 dB,42.14,1142,38.6,74,Under Maintenance,2024-01-01,40,0,234,99.42,30,63,GreenTech,v2.1,0.4,0.0094,21.31,0,328.21,1268,2024-02-26,08:24:12
D0832,Public WiFi,2024-05-07,L0383,Chicago,Lincoln Park,66.134025,134.580741,981,108,81 dB,5.82,4950,4.8,74,Active,2023-03-03,28,7,321,95.19,30,63,SmartIoT,v1.2,0.46,0.0099,47,749.78,0,696,2024-01-27,09:20:05
D0833,Parking Sensor,2024-05-12,L0510,Los Angeles,Downtown,-69.059076,142.239535,981,108,55 dB,45.22,4950,4.2,73,Under Maintenance,2024-11-30,41,10,234,93.21,36,63,GreenTech,v2.1,0.23,0.0088,13.39,0,390.96,916,2024-04-11,02:16:52
D0834,Public WiFi,2024-06-09,L0585,Houston,Downtown,57.45975,-100.503625,981,108,70 dB,13.63,4950,17.2,81,Inactive,2023-03-03,37,7,173,94.02,30,63,GreenTech,v1.0,0.12,0.0025,18.81,787.74,0,492,2024-11-10,04:29:35
D0835,Traffic Light,2024-03-07,L0256,Miami,Brickell,4.34814,158.594978,1841,108,67 dB,30.57,4950,14.1,60,Inactive,2023-03-03,14,0,234,90.61,30,75,DeviceCorp,v2.1,0.2,0.0044,39.91,0,0,554,2024-03-03,22:36:38
D0836,Smart Meter,2022-11-25,L0244,Seattle,Pioneer Square,81.289033,162.675383,981,254,65 dB,24.2,8732,22.7,51,Inactive,2023-03-03,1,8,234,95.98,30,63,DeviceCorp,v1.1,0.22,0.0065,20.05,0,0,639,2024-06-06,19:55:28
D0837,Traffic Light,2024-08-28,L0089,Miami,South Beach,57.992631,159.103666,6,108,72 dB,25.08,4950,14.1,47,Active,2023-03-03,28,4,234,99.56,30,91,DeviceCorp,v1.0,0.18,0.005,28.75,0,0,680,2024-03-08,19:31:50
D0838,Smart Meter,2024-02-03,L0721,San Francisco,Mission District,-14.933215,156.1581,981,68,97 dB,31.59,5350,32.5,66,Inactive,2023-03-03,47,9,234,95.13,30,63,GreenTech,v2.0,0.14,0.0036,11.34,0,0,364,2024-08-30,10:18:33
D0839,Public WiFi,2021-07-04,L0381,Chicago,The Loop,3.813093,19.397617,981,108,78 dB,9.27,4950,39.1,34,Under Maintenance,2024-11-02,17,0,405,97.82,30,63,UrbanTech,v2.0,0.31,0.0047,17.39,473.57,442.71,724,2024-08-25,05:19:58
D0840,Smart Meter,2020-04-17,L0414,Los Angeles,Hollywood,51.921113,-167.952569,981,7,80 dB,47.56,8313,-2,97,Active,2023-03-03,21,2,234,90.33,30,63,UrbanTech,v1.1,0.19,0.0045,20.86,0,0,1484,2024-05-03,18:12:41
D0841,Parking Sensor,2021-05-08,L0521,Houston,Midtown,-77.301096,135.967132,981,108,94 dB,30.63,4950,26.9,63,Inactive,2023-03-03,1,5,234,96.43,48,63,GreenTech,v1.2,0.33,0.0065,49.27,0,0,1205,2024-09-14,19:19:46
D0842,Smart Meter,2022-05-20,L0268,New York,Manhattan,-4.25015,98.552668,981,11,67 dB,0.53,109,32.7,53,Inactive,2023-03-03,25,3,234,93.21,30,63,SmartIoT,v1.1,0.33,0.0025,45.17,0,0,934,2024-09-02,08:50:06
D0843,Parking Sensor,2022-09-26,L0218,Chicago,The Loop,-43.508181,-75.690369,981,108,67 dB,32.77,4950,6.5,78,Inactive,2023-03-03,43,2,234,94.59,13,63,SmartIoT,v1.1,0.41,0.0023,26.21,0,0,1603,2024-03-09,20:37:52
D0844,Pollution Sensor,2024-09-21,L0723,Seattle,Pioneer Square,-11.403253,129.456617,981,12,82 dB,3.86,4950,35.5,95,Under Maintenance,2024-03-26,42,9,234,94.45,30,63,GreenTech,v1.1,0.18,0.0024,24.48,0,360.66,537,2024-11-29,16:49:31
D0845,Traffic Light,2023-12-28,L0908,San Francisco,Financial District,62.622261,-76.321279,1863,108,91 dB,21.34,4950,23.8,50,Active,2023-03-03,5,4,234,92.66,30,52,SmartIoT,v1.0,0.41,0.0036,11.81,0,0,955,2024-06-15,18:58:53
D0846,Traffic Light,2023-01-19,L0032,Miami,South Beach,61.711893,-133.321437,1928,108,73 dB,49.4,4950,9.5,59,Inactive,2023-03-03,20,4,234,92.05,30,46,UrbanTech,v2.0,0.39,0.0078,42.49,0,0,188,2024-06-23,04:01:00
D0847,Smart Meter,2020-04-13,L0407,New York,Brooklyn,-6.953091,80.856181,981,124,100 dB,14.91,1612,-5.2,72,Active,2023-03-03,16,4,234,93.28,30,63,SmartIoT,v1.1,0.39,0.0048,46.44,0,0,420,2024-03-06,01:31:35
D0848,Traffic Light,2021-08-19,L0531,Miami,Brickell,-70.580024,144.62935,1958,108,84 dB,2.02,4950,14.8,57,Inactive,2023-03-03,17,10,234,96.92,30,58,GreenTech,v2.0,0.28,0.0043,29.34,0,0,1949,2024-07-02,08:30:56
D0849,Traffic Light,2020-12-09,L0458,Seattle,Pioneer Square,-67.350434,1.411131,392,108,70 dB,26.17,4950,25.4,73,Inactive,2023-03-03,1,2,234,97.94,30,47,DeviceCorp,v2.1,0.2,0.0019,25.5,0,0,1403,2024-09-09,05:30:35
D0850,Pollution Sensor,2024-05-25,L0261,Los Angeles,Hollywood,-43.224737,-19.581181,981,56,96 dB,45.12,4950,26.3,33,Active,2023-03-03,49,8,234,92.99,30,63,DeviceCorp,v1.1,0.33,0.0078,36.51,0,0,428,2024-12-08,12:09:10
D0851,Parking Sensor,2021-11-14,L0659,Chicago,Lincoln Park,9.284086,128.274811,981,108,74 dB,2.33,4950,30,50,Inactive,2023-03-03,25,2,234,90.67,3,63,GreenTech,v1.0,0.41,0.0075,24.57,0,0,668,2024-02-23,10:12:36
D0852,Parking Sensor,2021-08-08,L0703,New York,Manhattan,21.69971,37.481483,981,108,68 dB,15.18,4950,6.1,64,Under Maintenance,2023-07-30,32,7,234,90.19,3,63,DeviceCorp,v1.1,0.44,0.0019,16.29,0,290.11,1420,2024-03-02,19:12:09
D0853,Public WiFi,2024-10-11,L0694,Seattle,Capitol Hill,-29.768548,-150.174123,981,108,89 dB,35.36,4950,10.7,88,Inactive,2023-03-03,42,5,302,93.13,30,63,GreenTech,v1.0,0.28,0.0015,44.12,436.7,0,838,2024-10-19,18:21:54
D0854,Traffic Light,2023-04-15,L0023,Seattle,Capitol Hill,53.894201,-18.075128,1333,108,87 dB,5.02,4950,32.2,67,Under Maintenance,2024-05-27,48,1,234,92.03,30,64,SmartIoT,v1.0,0.43,0.0026,23.77,0,232.81,1491,2024-09-13,02:33:57
D0855,Smart Meter,2020-08-05,L0586,Houston,Midtown,-86.104978,-133.216695,981,269,81 dB,43.02,2467,28.6,96,Inactive,2023-03-03,8,7,234,93.18,30,63,GreenTech,v1.1,0.37,0.0012,49.23,0,0,1693,2024-09-28,22:51:29
D0856,Public WiFi,2020-08-07,L0944,Los Angeles,Hollywood,89.892251,94.850866,981,108,86 dB,33.66,4950,28,73,Active,2023-03-03,21,1,460,92.31,30,63,GreenTech,v1.2,0.21,0.0076,43.01,561.38,0,1891,2024-03-20,22:58:43
D0857,Traffic Light,2020-07-29,L0533,Seattle,Capitol Hill,-69.794762,95.456785,305,108,84 dB,22.85,4950,0.4,85,Inactive,2023-03-03,10,6,234,98.37,30,55,UrbanTech,v2.0,0.31,0.0052,11.27,0,0,748,2024-02-22,18:18:01
D0858,Parking Sensor,2023-06-05,L0531,New York,Brooklyn,0.811759,-9.048711,981,108,81 dB,13.26,4950,32.8,93,Active,2023-03-03,20,5,234,93.64,25,63,GreenTech,v1.1,0.49,0.0019,48.65,0,0,1631,2024-07-31,23:42:29
D0859,Traffic Light,2020-07-02,L0881,Los Angeles,Hollywood,-67.906631,46.475329,272,108,55 dB,26.61,4950,24.2,81,Under Maintenance,2024-07-04,14,10,234,91.1,30,2,SmartIoT,v2.1,0.31,0.0028,22.45,0,388.4,303,2024-11-07,04:53:33
D0860,Smart Meter,2024-11-12,L0855,Seattle,Pioneer Square,24.217527,-4.191637,981,196,70 dB,37.15,5086,22.6,83,Inactive,2023-03-03,38,1,234,97.14,30,63,GreenTech,v1.2,0.42,0.0054,33.24,0,0,1596,2024-12-08,15:34:28
D0861,Traffic Light,2023-02-05,L0656,Houston,Downtown,4.138045,-11.233549,1165,108,55 dB,9.81,4950,20.9,39,Active,2023-03-03,6,8,234,93.08,30,89,UrbanTech,v2.1,0.25,0.0022,34.11,0,0,149,2024-09-29,00:14:48
D0862,Smart Meter,2024-07-29,L0634,New York,Manhattan,-30.98935,59.996168,981,65,94 dB,5.68,3581,-7.1,99,Inactive,2023-03-03,48,9,234,98.24,30,63,GreenTech,v2.1,0.3,0.006,10.08,0,0,1671,2024-02-05,13:22:52
D0863,Public WiFi,2021-06-28,L0346,New York,Brooklyn,24.773126,-120.839115,981,108,55 dB,2.83,4950,-4.2,91,Active,2023-03-03,5,2,437,92.37,30,63,SmartIoT,v2.1,0.37,0.0068,44.18,868.43,0,1721,2024-03-18,16:54:05
D0864,Public WiFi,2020-10-10,L0196,Houston,Midtown,58.639445,91.267303,981,108,50 dB,16.99,4950,9.5,61,Active,2023-03-03,25,4,281,95.15,30,63,DeviceCorp,v1.1,0.41,0.0093,12,154.13,0,1039,2024-08-25,01:28:10
D0865,Public WiFi,2023-11-10,L0841,Los Angeles,Downtown,-73.732962,99.046475,981,108,74 dB,43.83,4950,14.9,71,Active,2023-03-03,29,8,55,98.99,30,63,GreenTech,v2.1,0.2,0.0082,27.99,858.51,0,1770,2024-06-01,09:50:24
D0866,Traffic Light,2023-01-08,L0999,Seattle,Capitol Hill,-8.998116,92.75341,1615,108,73 dB,37.89,4950,33.1,71,Inactive,2023-03-03,42,0,234,95.57,30,95,SmartIoT,v1.2,0.23,0.0021,14.96,0,0,1081,2024-11-15,16:53:24
D0867,Public WiFi,2022-02-21,L0816,Houston,Midtown,0.692792,-129.600286,981,108,92 dB,46.64,4950,-2.5,74,Inactive,2023-03-03,39,2,225,95.19,30,63,DeviceCorp,v2.1,0.45,0.0068,15.56,984.46,0,878,2024-07-24,12:14:19
D0868,Public WiFi,2022-06-17,L0272,Miami,South Beach,38.082171,26.945029,981,108,90 dB,29.05,4950,32.4,75,Inactive,2023-03-03,4,10,47,99.47,30,63,UrbanTech,v2.0,0.26,0.0074,27.48,520.83,0,1363,2024-06-23,17:49:07
D0869,Smart Meter,2020-04-06,L0717,Chicago,The Loop,-25.146503,133.874786,981,18,73 dB,22.32,6585,27.4,61,Inactive,2023-03-03,39,5,234,92.88,30,63,UrbanTech,v1.0,0.39,0.0029,36.78,0,0,598,2024-04-05,02:31:49
D0870,Smart Meter,2020-08-23,L0438,Los Angeles,Hollywood,-62.604999,-12.760121,981,170,90 dB,1.05,6472,19.2,80,Inactive,2023-03-03,27,7,234,99.7,30,63,GreenTech,v2.0,0.28,0.0095,25.15,0,0,1290,2024-03-06,17:28:27
D0871,Parking Sensor,2023-11-25,L0987,Houston,Midtown,44.955714,-16.616766,981,108,54 dB,33.57,4950,39.7,35,Inactive,2023-03-03,16,5,234,96.68,6,63,GreenTech,v1.1,0.31,0.0037,22.67,0,0,1826,2024-10-18,20:06:36
D0872,Smart Meter,2020-09-09,L0781,Chicago,The Loop,73.73302,-143.0682,981,55,80 dB,46.05,5670,14.9,23,Inactive,2023-03-03,6,4,234,92.94,30,63,GreenTech,v1.0,0.13,0.0017,34.93,0,0,151,2024-10-07,12:39:10
D0873,Public WiFi,2020-06-13,L0664,Los Angeles,Downtown,37.761734,77.665232,981,108,62 dB,44.53,4950,27,60,Under Maintenance,2024-02-19,0,9,245,95.61,30,63,GreenTech,v2.1,0.16,0.0069,29.39,343.86,495.99,1919,2024-12-06,20:13:04
D0874,Parking Sensor,2020-12-09,L0208,Houston,Downtown,-36.970182,68.74368,981,108,55 dB,5.69,4950,18.1,56,Active,2023-03-03,36,0,234,92.13,14,63,DeviceCorp,v1.2,0.41,0.0089,28.34,0,0,1779,2024-01-20,13:55:47
D0875,Parking Sensor,2023-09-19,L0925,San Francisco,Mission District,33.849953,138.691842,981,108,60 dB,44.9,4950,25.8,27,Under Maintenance,2023-06-05,34,10,234,91.87,20,63,DeviceCorp,v2.0,0.35,0.0093,26.05,0,282.45,798,2024-08-21,13:50:58
D0876,Pollution Sensor,2024-07-28,L0308,Seattle,Pioneer Square,79.596964,-11.372505,981,28,58 dB,28.32,4950,39.7,98,Under Maintenance,2023-11-20,3,6,234,91.5,30,63,UrbanTech,v1.0,0.1,0.0015,27.25,0,172.53,370,2024-12-11,18:18:47
D0877,Traffic Light,2021-03-26,L0606,Seattle,Capitol Hill,-42.4751,-128.87116,261,108,95 dB,35.94,4950,-1.9,89,Active,2023-03-03,12,10,234,92.62,30,57,UrbanTech,v2.1,0.25,0.0061,28.83,0,0,1023,2024-03-28,07:10:58
D0878,Public WiFi,2023-11-02,L0674,Houston,Downtown,62.652444,-84.893428,981,108,75 dB,32.41,4950,4.3,40,Under Maintenance,2023-05-18,0,5,40,97.21,30,63,SmartIoT,v1.2,0.45,0.0084,15.49,613.62,191.65,908,2024-03-22,23:38:39
D0879,Parking Sensor,2020-01-16,L0514,Miami,South Beach,-23.592812,-156.876693,981,108,94 dB,28.13,4950,29.1,86,Active,2023-03-03,2,10,234,96.87,33,63,DeviceCorp,v2.1,0.2,0.0036,21.65,0,0,810,2024-02-06,07:37:42
D0880,Parking Sensor,2021-08-07,L0192,San Francisco,Mission District,-63.872396,176.909213,981,108,81 dB,28.56,4950,-5.5,74,Under Maintenance,2022-12-16,28,9,234,96.82,28,63,DeviceCorp,v1.2,0.4,0.0014,11.1,0,261.82,130,2024-05-08,10:43:48
D0881,Parking Sensor,2022-12-21,L0307,New York,Manhattan,-80.37365,-40.691732,981,108,61 dB,10.63,4950,39.6,96,Active,2023-03-03,46,9,234,93.62,37,63,SmartIoT,v2.1,0.12,0.0077,26.73,0,0,719,2024-05-16,23:35:50
D0882,Public WiFi,2022-11-25,L0635,Los Angeles,Hollywood,60.65173,-136.073687,981,108,72 dB,4.27,4950,24.3,72,Inactive,2023-03-03,23,0,383,93.97,30,63,DeviceCorp,v2.1,0.46,0.0099,25.32,359.96,0,647,2024-11-07,05:13:24
D0883,Smart Meter,2024-05-14,L0571,San Francisco,Mission District,-8.768922,-110.555734,981,48,80 dB,9.22,4946,31.9,36,Active,2023-03-03,4,4,234,93.89,30,63,GreenTech,v2.0,0.12,0.0091,17.43,0,0,959,2024-02-06,18:14:33
D0884,Traffic Light,2022-02-22,L0029,San Francisco,Mission District,4.859356,-77.109195,1949,108,74 dB,7.51,4950,-4.7,70,Under Maintenance,2023-02-03,50,6,234,98.6,30,63,GreenTech,v1.2,0.14,0.0084,49.33,0,302.36,1004,2024-10-23,04:38:29
D0885,Pollution Sensor,2020-09-11,L0255,Los Angeles,Hollywood,-31.426811,32.343354,981,148,70 dB,35.27,4950,-0.6,59,Inactive,2023-03-03,37,6,234,92.89,30,63,SmartIoT,v1.0,0.49,0.0021,27.72,0,0,1203,2024-09-18,06:53:46
D0886,Smart Meter,2023-03-25,L0140,Chicago,The Loop,0.236537,-23.714291,981,44,51 dB,27.82,7320,4.7,67,Active,2023-03-03,2,6,234,92.44,30,63,SmartIoT,v2.1,0.18,0.0044,37.02,0,0,1609,2024-12-10,12:50:06
D0887,Parking Sensor,2023-03-20,L0585,Chicago,Lincoln Park,19.277706,-104.613376,981,108,89 dB,46.96,4950,39.5,38,Under Maintenance,2023-04-06,3,8,234,97.74,28,63,GreenTech,v1.0,0.18,0.0055,10.86,0,271.08,1457,2024-08-05,23:47:08
D0888,Traffic Light,2021-05-20,L0372,Chicago,Lincoln Park,74.014097,81.221252,1274,108,99 dB,25.35,4950,23.6,63,Inactive,2023-03-03,35,3,234,91.74,30,12,UrbanTech,v1.1,0.2,0.0085,29.18,0,0,1499,2024-01-05,01:08:29
D0889,Pollution Sensor,2022-11-06,L0498,San Francisco,Financial District,30.404448,129.141937,981,274,54 dB,35.21,4950,23.5,62,Inactive,2023-03-03,25,3,234,99.17,30,63,UrbanTech,v2.0,0.13,0.004,38.05,0,0,741,2024-09-19,18:54:55
D0890,Smart Meter,2022-02-16,L0269,San Francisco,Financial District,35.060146,164.097532,981,208,62 dB,21.13,2387,34.3,68,Under Maintenance,2024-08-27,16,1,234,97.29,30,63,DeviceCorp,v1.1,0.33,0.009,44.14,0,422.38,1078,2024-02-15,18:42:32
D0891,Traffic Light,2022-05-31,L0470,Seattle,Pioneer Square,-64.359748,78.956228,1556,108,95 dB,21.64,4950,-2.9,71,Inactive,2023-03-03,35,7,234,91.84,30,52,DeviceCorp,v1.0,0.27,0.007,18.89,0,0,1265,2024-07-10,08:25:42
D0892,Parking Sensor,2021-07-12,L0531,San Francisco,Financial District,77.75559,-95.598798,981,108,62 dB,33.04,4950,-6.2,31,Under Maintenance,2024-04-05,1,2,234,91.66,5,63,SmartIoT,v1.2,0.48,0.0089,32.62,0,340.66,1948,2024-09-18,18:27:12
D0893,Traffic Light,2021-01-24,L0962,New York,Brooklyn,77.621595,-100.814942,573,108,73 dB,9.69,4950,32.9,61,Under Maintenance,2024-05-09,3,2,234,96.96,30,10,UrbanTech,v1.1,0.48,0.006,14.91,0,152.48,1744,2024-05-21,13:11:37
D0894,Pollution Sensor,2023-06-03,L0110,Los Angeles,Downtown,-81.48151,76.601236,981,86,87 dB,21.24,4950,37.3,47,Under Maintenance,2024-01-15,16,9,234,99.98,30,63,UrbanTech,v2.0,0.1,0.007,12.82,0,146.68,1067,2024-08-04,05:53:14
D0895,Parking Sensor,2022-07-26,L0924,Houston,Downtown,28.159378,-93.751687,981,108,61 dB,14.75,4950,2.9,67,Active,2023-03-03,16,7,234,99.94,1,63,SmartIoT,v1.2,0.15,0.0083,22.71,0,0,1827,2024-09-20,15:17:33
D0896,Parking Sensor,2020-04-01,L0715,Miami,Brickell,31.227519,-106.146088,981,108,64 dB,45.84,4950,29.2,59,Inactive,2023-03-03,12,3,234,99.16,12,63,UrbanTech,v1.0,0.2,0.0033,45.49,0,0,1082,2024-05-31,13:30:28
D0897,Traffic Light,2021-10-23,L0150,San Francisco,Mission District,-85.327673,-73.722897,1110,108,56 dB,44.5,4950,0.7,45,Active,2023-03-03,23,9,234,91.71,30,61,SmartIoT,v1.1,0.5,0.0067,27.19,0,0,536,2024-08-14,08:18:19
D0898,Traffic Light,2022-12-22,L0945,Miami,South Beach,26.855688,75.339466,774,108,51 dB,39.52,4950,11.8,92,Under Maintenance,2024-06-28,29,5,234,91.82,30,69,UrbanTech,v1.1,0.19,0.0039,29.49,0,116.24,139,2024-01-01,12:16:34
D0899,Traffic Light,2023-12-20,L0143,New York,Manhattan,-65.423398,107.992006,414,108,62 dB,2.46,4950,2.4,34,Under Maintenance,2023-03-02,26,9,234,92.81,30,31,GreenTech,v1.2,0.17,0.0044,17.36,0,154.24,1986,2024-04-08,06:26:25
D0900,Public WiFi,2023-12-23,L0664,Los Angeles,Downtown,-79.549203,91.231609,981,108,52 dB,47.12,4950,2.2,94,Active,2023-03-03,20,4,151,96.83,30,63,SmartIoT,v1.0,0.26,0.0026,46.66,411.45,0,335,2024-01-06,14:50:45
D0901,Smart Meter,2021-07-24,L0051,Chicago,The Loop,57.014876,-31.54162,981,152,57 dB,20.77,5437,16.4,92,Inactive,2023-03-03,15,8,234,91.45,30,63,DeviceCorp,v1.0,0.46,0.0079,42.29,0,0,373,2024-10-12,06:38:35
D0902,Public WiFi,2021-05-08,L0748,Miami,South Beach,-60.865918,81.189385,981,108,59 dB,42.44,4950,20.5,91,Active,2023-03-03,5,2,455,98.3,30,63,UrbanTech,v1.1,0.48,0.0087,14.12,928.97,0,749,2024-08-08,21:08:28
D0903,Smart Meter,2020-11-26,L0656,Houston,Downtown,-28.594227,-68.420592,981,126,73 dB,35.33,0,24.9,37,Inactive,2023-03-03,43,0,234,98.47,30,63,DeviceCorp,v1.2,0.39,0.0075,42.48,0,0,1143,2024-04-06,06:40:49
D0904,Smart Meter,2024-02-29,L0034,New York,Brooklyn,17.804433,-177.393385,981,127,54 dB,7.19,9648,7.6,20,Inactive,2023-03-03,1,1,234,92.17,30,63,GreenTech,v2.0,0.4,0.0068,18.62,0,0,1938,2024-09-21,06:11:45
D0905,Smart Meter,2021-11-02,L0763,Miami,South Beach,47.092749,138.322231,981,26,84 dB,21.8,745,-5.3,47,Under Maintenance,2023-07-14,39,4,234,96.51,30,63,UrbanTech,v2.1,0.28,0.0038,32.58,0,161.55,1585,2024-07-18,18:10:27
D0906,Parking Sensor,2020-05-16,L0227,New York,Manhattan,-25.549574,-51.503649,981,108,68 dB,2.66,4950,23.9,56,Inactive,2023-03-03,49,9,234,91.55,19,63,GreenTech,v2.1,0.25,0.0024,31.78,0,0,1470,2024-06-16,20:32:08
D0907,Public WiFi,2022-10-09,L0251,Chicago,Lincoln Park,-89.992396,-59.486581,981,108,86 dB,25.04,4950,16.8,97,Inactive,2023-03-03,2,2,260,94.73,30,63,GreenTech,v1.1,0.11,0.0063,22.67,271.81,0,237,2024-08-14,07:43:11
D0908,Public WiFi,2021-03-03,L0193,San Francisco,Financial District,9.085174,-72.791759,981,108,75 dB,35.65,4950,15.3,32,Active,2023-03-03,35,6,188,98.76,30,63,GreenTech,v1.0,0.16,0.008,39.04,860.24,0,1807,2024-11-25,13:50:29
D0909,Traffic Light,2022-05-12,L0510,New York,Manhattan,53.310999,-9.135815,1301,108,99 dB,18.66,4950,17.2,55,Active,2023-03-03,7,3,234,94.85,30,48,UrbanTech,v1.0,0.3,0.0043,25.53,0,0,243,2024-09-28,06:12:15
D0910,Smart Meter,2021-10-12,L0289,Seattle,Capitol Hill,-3.585001,20.020908,981,108,91 dB,12.23,4938,11.5,76,Under Maintenance,2024-08-13,42,6,234,94.35,30,63,UrbanTech,v1.0,0.24,0.0022,47.85,0,267.22,1254,2024-07-02,02:09:58
D0911,Pollution Sensor,2024-04-09,L0313,Houston,Downtown,-35.548651,-46.033854,981,162,72 dB,41.56,4950,26.7,46,Active,2023-03-03,19,9,234,95.31,30,63,UrbanTech,v1.0,0.32,0.0099,13.57,0,0,1789,2024-10-21,19:39:52
D0912,Traffic Light,2020-08-22,L0171,Houston,Midtown,-69.666142,-13.9873,429,108,75 dB,37.38,4950,20,31,Inactive,2023-03-03,35,4,234,91.79,30,38,GreenTech,v2.1,0.22,0.0072,26.75,0,0,1924,2024-05-02,18:58:34
D0913,Pollution Sensor,2022-06-21,L0133,San Francisco,Mission District,-0.040344,15.034837,981,64,52 dB,25.86,4950,32.9,94,Active,2023-03-03,19,4,234,95.74,30,63,UrbanTech,v2.0,0.17,0.0058,30.16,0,0,963,2024-06-14,19:06:04
D0914,Pollution Sensor,2023-07-29,L0557,Houston,Downtown,20.726346,-24.989519,981,202,60 dB,14.79,4950,-6.8,36,Active,2023-03-03,13,5,234,91.81,30,63,SmartIoT,v2.0,0.35,0.0033,38.07,0,0,1343,2024-03-16,21:03:56
D0915,Public WiFi,2021-03-20,L0635,Houston,Downtown,66.225339,-150.327699,981,108,80 dB,42.65,4950,-4,87,Active,2023-03-03,32,5,51,93.08,30,63,SmartIoT,v1.1,0.25,0.0021,48.85,534.85,0,1666,2024-09-16,06:51:43
D0916,Pollution Sensor,2022-05-29,L0650,Miami,South Beach,81.156371,-38.733556,981,239,84 dB,21.5,4950,-3.3,66,Under Maintenance,2023-04-21,23,5,234,92.28,30,63,DeviceCorp,v2.1,0.33,0.005,13.03,0,279.19,344,2024-06-27,19:23:37
D0917,Smart Meter,2023-12-27,L0969,Chicago,Lincoln Park,64.480389,115.519957,981,113,89 dB,31.05,9819,5.9,91,Active,2023-03-03,14,1,234,91.44,30,63,UrbanTech,v2.0,0.36,0.0042,23.68,0,0,1542,2024-09-08,02:29:03
D0918,Public WiFi,2021-06-05,L0276,Los Angeles,Hollywood,-86.780984,-121.990682,981,108,52 dB,6.23,4950,22.7,73,Active,2023-03-03,25,10,227,97.34,30,63,GreenTech,v2.1,0.12,0.0045,17.67,158.7,0,289,2024-08-09,15:59:24
D0919,Parking Sensor,2024-09-19,L0720,Seattle,Pioneer Square,-47.018314,-140.164263,981,108,51 dB,39.54,4950,21,41,Active,2023-03-03,13,1,234,98.16,10,63,DeviceCorp,v1.2,0.44,0.0064,12.62,0,0,557,2024-06-16,14:17:57
D0920,Public WiFi,2024-03-04,L0808,Los Angeles,Downtown,51.740632,-117.517079,981,108,76 dB,31.65,4950,2.2,46,Inactive,2023-03-03,48,7,126,95.54,30,63,UrbanTech,v1.1,0.1,0.0015,29.75,584.59,0,1733,2024-08-22,03:25:19
D0921,Smart Meter,2024-01-28,L0326,Houston,Midtown,40.438031,-104.008807,981,220,90 dB,41.27,4097,3.1,57,Under Maintenance,2024-08-14,10,8,234,91.26,30,63,DeviceCorp,v1.2,0.15,0.01,39.33,0,164.6,297,2024-07-23,21:07:10
D0922,Pollution Sensor,2022-08-07,L0709,Seattle,Capitol Hill,47.536965,69.578593,981,105,55 dB,47.4,4950,22.7,77,Under Maintenance,2024-07-28,5,5,234,92.46,30,63,GreenTech,v1.0,0.36,0.0014,29.21,0,486.27,782,2024-06-09,14:36:11
